regcode,sepa,name,name_before_quotes,name_in_quotes,name_after_quotes,without_quotes,regtype,regtype_text,type,type_text,registered,terminated,closed,address,index,addressid,region,city,atvk,reregistration_term,,,,,,,,,,,,,,,,,,,,,,,,,
53603011041,LV41ZZZ53603011041,"Sabiedrība ar ierobežotu atbildību ""Baltijas Ekspress Kompānija""",Sabiedrība ar ierobežotu atbildību,Baltijas Ekspress Kompānija,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,02/02/1998,08/06/2015,L,Siguldas nov.,,,,,,,,,,,,, Sigulda, Lakstīgalas iela 3-1,2150,110468934,100015380,100003591,801615,,,,,,,,,,,,
40103644649,LV07ZZZ40103644649,"SIA ""SFB.LV""",SIA,SFB.LV,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/03/2013,, ,Rīga,,,,,,,,,,,,, Stūrīša iela 29,1006,102001505,0,100003003,10000,,,,,,,,,,,,,
40001022927,LV28ZZZ40001022927,"Piltenes pagasta zemnieku saimniecība ""Senči""",,"Piltenes pagasta zemnieku saimniecība ""Senči""",,1,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,09/09/2020,, ,Ventspils nov.,,,,,,,,,,,,, Piltene, Rožu iela 2 - 7,3620,114150934,100016333,100003768,980213,,,,,,,,,,,,
44101001171,LV66ZZZ44101001171,"Valmieras rajona Rencēnu pagasta zemnieku saimniecība ""TĀLAVAS""",Valmieras rajona Rencēnu pagasta zemnieku saimniecība,TĀLAVAS,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,16/01/1992,12/04/2017,L,Burtnieku nov.,,,,,,,,,,,,, Rencēnu pag.," """"Tālavas"""""";4232;103545877;100015524;0;0967800;",,,,,,,,,,,,,,,,,
40002071313,,"Rīgas pilsētas Dmitrija Popova daudznozaru individuālais uzņēmums ""SANVEJA""",Rīgas pilsētas Dmitrija Popova daudznozaru individuālais uzņēmums,SANVEJA,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,23/02/1998,13/12/2013,L,Rīga,,,,,,,,,,,,, Tīnūžu iela 14-34,1021,113747590,0,100003003,10000,,,,,,,,,,,,,
44102037937,LV32ZZZ44102037937,"IK ""Agimons""",IK,Agimons,,0,K,Komercreģistrs,IK,Individuālais komersants,16/01/2018,06/06/2022,L,Gulbenes nov.,,,,,,,,,,,,, Stāmerienas pag., Kalniena," """"Ozolnieki"""""";4406;103908064;100015854;0;0500288;",,,,,,,,,,,,,,,,
44101025536,LV65ZZZ44101025536,"Limbažu rajona Liepupes pagasta zemnieku saimniecība ""MIGLIŅAS""",Limbažu rajona Liepupes pagasta zemnieku saimniecība,MIGLIŅAS,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,07/03/1997,17/05/2017,L,Salacgrīvas nov.,,,,,,,,,,,,, Liepupes pag.,4023,100012496,100016181,0,666000,,,,,,,,,,,,,
40008052369,LV47ZZZ40008052369,Avots,Avots,,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,27/06/2000,, ,Jelgava,,,,,,,,,,,,, Lielā iela 30 - 11,3001,116425997,0,100003028,90000,,,,,,,,,,,,,
44102037941,LV21ZZZ44102037941,IK Sig TAXI,IK,Sig TAXI,,1,K,Komercreģistrs,IK,Individuālais komersants,17/01/2018,21/07/2021,L,Siguldas nov.,,,,,,,,,,,,, Sigulda, Bērzu iela 6A,2150,103891060,100015380,100003591,801615,,,,,,,,,,,,
42102031688,,"Individuālais komersants ""V.PODLUBNIJS""",Individuālais komersants,V.PODLUBNIJS,,0,K,Komercreģistrs,IK,Individuālais komersants,27/07/2005,22/02/2013,L,Liepāja,,,,,,,,,,,,, Vītolu iela 7/11-22,3401,110216084,0,100003044,170000,,,,,,,,,,,,,
40008244908,LV15ZZZ40008244908,"Bērna labāko interešu organizācija ""Ģimene-dzimta-tauta""",,"Bērna labāko interešu organizācija ""Ģimene-dzimta-tauta""",,1,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,27/11/2015,, ,Jūrmala,,,,,,,,,,,,, Rīgas iela 25 - 2,2015,118436486,0,100003036,130000,,,,,,,,,,,,,
40801052320,LV35ZZZ40801052320,Svētā Krusta un Opus Dei prelatūra,,Svētā Krusta un Opus Dei prelatūra,,1,R,Reliģisko organizāciju un to iestāžu reģistrs,KAT,Katoļu baznīcas publisko tiesību juridiskā persona,24/11/2015,, ,Rīga,,,,,,,,,,,,, Baložu iela 6,1048,101116168,0,100003003,10000,,,,,,,,,,,,,
40008078264,LV58ZZZ40008078264,Biljarda spēlētāju klubs,Biljarda spēlētāju klubs,,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,10/11/2003,, ,Rīga,,,,,,,,,,,,, Ropažu iela 7A,1039,103647180,0,100003003,10000,,,,,,,,,,,,,
40008078349,LV91ZZZ40008078349,Pula un snukera spēlētāju klubs,Pula un snukera spēlētāju klubs,,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,12/11/2003,, ,Rīga,,,,,,,,,,,,, Ropažu iela 7A,1039,103647180,0,100003003,10000,,,,,,,,,,,,,
44102037956,LV04ZZZ44102037956,IK V. Semeikins,IK,V. Semeikins,,1,K,Komercreģistrs,IK,Individuālais komersants,18/01/2018,24/01/2020,L,Siguldas nov.,,,,,,,,,,,,, Sigulda, Laimas iela 2 - 15,2150,110513478,100015380,100003591,801615,,,,,,,,,,,,
50002038861,LV87ZZZ50002038861,"Rīgas M.Romberga daudznozaru individuālais uzņēmums firma ""NILA""",Rīgas M.Romberga daudznozaru individuālais uzņēmums firma,NILA,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,06/11/1995,, ,Rīga,,,,,,,,,,,,, Stokholmas iela 58,1014,102638393,0,100003003,10000,,,,,,,,,,,,,
44102037960,LV90ZZZ44102037960,"IK ""Juris Trikums""",IK,Juris Trikums,,0,K,Komercreģistrs,IK,Individuālais komersants,29/01/2018,25/07/2022,L,Smiltenes nov.,,,,,,,,,,,,, Launkalnes pag., Silva," """"Silva 1A"""" - 16"";4729;117076054;100016237;0;0941670;",,,,,,,,,,,,,,,,
44102037975,LV73ZZZ44102037975,"IK ""Dainis plus""",IK,Dainis plus,,0,K,Komercreģistrs,IK,Individuālais komersants,15/02/2018,14/12/2020,L,Priekuļu nov.,,,,,,,,,,,,, Liepas pag., Liepa," """"Dzelzceļa māja 106. km"""" - 2"";4128;118739271;100016124;0;0427360;",,,,,,,,,,,,,,,,
40003822331,LV72ZZZ40003822331,"Sabiedrība ar ierobežotu atbildību ""Yellow T""",Sabiedrība ar ierobežotu atbildību,Yellow T,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,02/05/2006,11/02/2015,L,Rīga,,,,,,,,,,,,, Bērzaunes iela 13,1039,103357073,0,100003003,10000,,,,,,,,,,,,,
40203304141,LV10ZZZ40203304141,"Sabiedrība ar ierobežotu atbildību ""KF PROFIT""",Sabiedrība ar ierobežotu atbildību,KF PROFIT,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,24/03/2021,14/08/2023,L,Rīga,,,,,,,,,,,,, Atlantijas iela 67 - 7,1015,111946803,0,100003003,10000,,,,,,,,,,,,,
40103915924,LV52ZZZ40103915924,"SIA ""Žalūziju eksperti""",SIA,Žalūziju eksperti,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,27/07/2015,14/08/2023,L,Rīga,,,,,,,,,,,,, Mazā Nometņu iela 45A,1002,101947138,0,100003003,10000,,,,,,,,,,,,,
40002096923,LV92ZZZ40002096923,"Individuālais komersants ""ANNA RUDZĪTE""",Individuālais komersants,ANNA RUDZĪTE,,0,K,Komercreģistrs,IK,Individuālais komersants,11/06/2003,, ,Rīga,,,,,,,,,,,,, Zemaišu iela 1 k-5 - 39,1002,115060894,0,100003003,10000,,,,,,,,,,,,,
44102030816,LV45ZZZ44102030816,"IK ""POVICI""",IK,POVICI,,0,K,Komercreģistrs,IK,Individuālais komersants,07/04/2008,11/02/2015,L,Salacgrīvas nov.,,,,,,,,,,,,, Salacgrīva, Vidzemes iela 66,4033,103888890,100016181,100003382,661615,,,,,,,,,,,,
40103861848,LV60ZZZ40103861848,"SIA ""Budeko Factory""",SIA,Budeko Factory,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,16/01/2015,, ,Rīga,,,,,,,,,,,,, Salnas iela 21 - 147,1021,118573345,0,100003003,10000,,,,,,,,,,,,,
40103742776,LV36ZZZ40103742776,"Sabiedrība ar ierobežotu atbildību ""ICDP""",Sabiedrība ar ierobežotu atbildību,ICDP,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,17/12/2013,14/08/2023,L,Daugavpils,,,,,,,,,,,,, Stacijas iela 129O,5401,104270616,0,100003011,50000,,,,,,,,,,,,,
40008227039,LV97ZZZ40008227039,Basketbola klubs Krāslava,,Basketbola klubs Krāslava,,1,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,14/08/2014,, ,Krāslavas nov.,,,,,,,,,,,,, Krāslava, Rīgas iela 72 - 1,5601,110312566,100015315,100003261,600201,,,,,,,,,,,,
49001004285,LV12ZZZ49001004285,"Zemnieku saimniecība ""PLŪDUMRAGI""",Zemnieku saimniecība,PLŪDUMRAGI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,18/05/1992,, ,Talsu nov.,,,,,,,,,,,,, Ārlavas pag.," """"Plūdumragi"""""";3260;104641036;100016390;0;"""";",,,,,,,,,,,,,,,,,
50203393211,LV76ZZZ50203393211,"SIA ""GROM Logistics""",SIA,GROM Logistics,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,13/04/2022,, ,Olaines nov.,,,,,,,,,,,,, Olaines pag., Jaunolaine," Pionieru iela 88 - 16;2127;114409493;100016077;0;"""";",,,,,,,,,,,,,,,,
40002205790,LV74ZZZ40002205790,"IK ""VENTSPILS TAXI""",IK,VENTSPILS TAXI,,0,K,Komercreģistrs,IK,Individuālais komersants,14/08/2023,, ,Ventspils,,,,,,,,,,,,," Brīvības iela 25 - 32;3601;115278418;0;100003060;"""";",,,,,,,,,,,,,,,,,,
50103901911,LV41ZZZ50103901911,"Sabiedrība ar ierobežotu atbildību ""P.K.PARTNER""",Sabiedrība ar ierobežotu atbildību,P.K.PARTNER,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,25/05/2015,24/04/2018,L,Rīga,,,,,,,,,,,,, Viršu iela 5 - 43,1035,113617903,0,100003003,10000,,,,,,,,,,,,,
50103968641,LV09ZZZ50103968641,Nork Trade SIA,,Nork Trade,SIA,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,11/02/2016,13/02/2019,L,Rīga,,,,,,,,,,,,, Slokas iela 132 - 1,1069,113850200,0,100003003,10000,,,,,,,,,,,,,
44101007437,LV52ZZZ44101007437,"Valmieras rajona Kocēnu pagasta zemnieku saimniecība ""KRĀSNIEKI""",Valmieras rajona Kocēnu pagasta zemnieku saimniecība,KRĀSNIEKI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,04/09/1992,27/07/2023,L,Valmieras nov.,,,,,,,,,,,,, Kocēnu pag.," """"Krāsnieki"""""";4220;101007770;100016647;0;0966400;",,,,,,,,,,,,,,,,,
40002205803,LV14ZZZ40002205803,IK SL JU 65,IK,SL JU 65,,1,K,Komercreģistrs,IK,Individuālais komersants,14/08/2023,, ,Līvānu nov.,,,,,,,,,,,,, Līvāni," Rīgas iela 6A - 8;5316;110285245;100015243;100003526;"""";",,,,,,,,,,,,,,,,,
40003473033,LV02ZZZ40003473033,"""Swedbank"" AS filiāle ""Teika""","""Swedbank"" AS filiāle",Teika,,0,K,Komercreģistrs,FIL,Filiāle,20/12/1999,12/04/2017,L,Rīga,,,,,,,,,,,,, Brīvības gatve 263,1006,101127043,0,100003003,10000,,,,,,,,,,,,,
40003067391,LV66ZZZ40003067391,"Sabiedrība ar ierobežotu atbildību ""ALKOM-TRANS""",Sabiedrība ar ierobežotu atbildību,ALKOM-TRANS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,19/03/1992,, ,Rīga,,,,,,,,,,,,, Ķīšezera iela 7,1026,101835140,0,100003003,10000,,,,,,,,,,,,,
40102035643,LV70ZZZ40102035643,"Rīgas pils. V.Mikulova individuālais uzņēmums komercfirma ""VITS UN KO""",Rīgas pils. V.Mikulova individuālais uzņēmums komercfirma,VITS UN KO,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,26/04/1995,, ,Rīga,,,,,,,,,,,,, Gaujienas iela 3A - 16,1005,112180775,0,100003003,10000,,,,,,,,,,,,,
50002179201,LV18ZZZ50002179201,IK GINTA APSĪTE,IK,GINTA APSĪTE,,1,K,Komercreģistrs,IK,Individuālais komersants,10/02/2017,03/10/2022,L,Siguldas nov.,,,,,,,,,,,,, Mālpils pag.," """"Līgotņi"""""";2152;103855395;100016768;0;0807400;",,,,,,,,,,,,,,,,,
40003348586,LV88ZZZ40003348586,"Sabiedrība ar ierobežotu atbildību ""FUTURUS FOOD""",Sabiedrība ar ierobežotu atbildību,FUTURUS FOOD,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,27/06/1997,, ,Rīga,,,,,,,,,,,,, Vienības gatve 26A,1004,105149717,0,100003003,10000,,,,,,,,,,,,,
42101007335,LV83ZZZ42101007335,"Liepājas rajona Nīcas pagasta zemnieku saimniecība ""JAUNMENCAS""",Liepājas rajona Nīcas pagasta zemnieku saimniecība,JAUNMENCAS,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,20/04/1992,04/09/2018,L,Nīcas nov.,,,,,,,,,,,,, Nīcas pag.," """"Jaunmencas"""""";3476;103386770;100016060;0;0647800;",,,,,,,,,,,,,,,,,
50003536311,LV89ZZZ50003536311,"Sabiedrība ar ierobežotu atbildību ""AERONS""",Sabiedrība ar ierobežotu atbildību,AERONS,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,14/03/2001,17/05/2017,L,Rīga,,,,,,,,,,,,, Ilzenes iela 18,1005,101835663,0,100003003,10000,,,,,,,,,,,,,
45403058991,LV31ZZZ45403058991,Crosshill Global Solutions SIA,,Crosshill Global Solutions,SIA,1,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,11/08/2020,, ,Rīga,,,,,,,,,,,,," Rūpniecības iela 5 - 14;1010;113220005;0;100003003;"""";",,,,,,,,,,,,,,,,,,
44102019185,LV93ZZZ44102019185,"Apes pilsētas Sanas Raipales individuālais uzņēmums ""ZĪRA""",Apes pilsētas Sanas Raipales individuālais uzņēmums,ZĪRA,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,05/03/1999,10/04/2014,L,Apes nov.,,,,,,,,,,,,, Ape, Vaidavas iela 27,4337,102605041,100015700,100003116,360605,,,,,,,,,,,,
45403001193,,Jēkabpils rajona Variešu pagasta l/s tehnikas lietošanas,,,,,,,,,,,,,,,,,,,," """"Varieši"""""";5236;100011783;0;0;0569400;",,,,,"apkopes un graudu pārstrādes kooperatīvā sabiedrība """"PIŅŅI"""""";Jēkabpils rajona Variešu pagasta l/s tehnikas lietošanas","apkopes un graudu pārstrādes kooperatīvā sabiedrība;PIŅŅI;"""";0;U;Uzņēmumu reģistra žurnāls;KB;Kooperatīvā sabiedrība;1992-09-11;2003-03-21;L;""Jēkabpils rajons", Variešu pagasts,,,,,,,,,,,,,,,,
41502029887,,"IK ""TAIR""",IK,TAIR,,0,K,Komercreģistrs,IK,Individuālais komersants,15/01/2009,08/02/2012,L,Daugavpils,,,,,,,,,,,,, Varšavas iela 4-26,5404,116158788,0,100003011,50000,,,,,,,,,,,,,
42402009027,,"IK ""ARHITEKTU MANGULSONU BIROJS""",IK,ARHITEKTU MANGULSONU BIROJS,,0,K,Komercreģistrs,IK,Individuālais komersants,08/04/2003,07/11/2013,L,Rēzekne,,,,,,,,,,,,, Zemnieku iela 5,4601,102391615,0,100003052,210000,,,,,,,,,,,,,
40203069130,LV52ZZZ40203069130,"Pilnsabiedrība ""BūvKORE un partneri""",Pilnsabiedrība,BūvKORE un partneri,,0,K,Komercreģistrs,PS,Pilnsabiedrība,13/05/2017,, ,Rīga,,,,,,,,,,,,, Rītausmas iela 11C,1058,105282273,0,100003003,10000,,,,,,,,,,,,,
45402011067,,"Jaunjelgavas Ciņa Kārļa individuālais uzņēmums ""JIVRIKA""",Jaunjelgavas Ciņa Kārļa individuālais uzņēmums,JIVRIKA,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,15/06/2000,06/05/2003,L,Aizkraukles rajons,,,,,,,,,,,,, Jaunjelgava, Meža iela 7,5134,101632836,0,100003085,320807,,,,,,,,,,,,
55403000221,,"Jēkabpils rajona apgāds ""VIDE""",Jēkabpils rajona apgāds,VIDE,,0,U,Uzņēmumu reģistra žurnāls,SIA,Sabiedrība ar ierobežotu atbildību,27/06/1991,30/12/2003,L,Jēkabpils,,,,,,,,,,,,, Brīvības iela 220,5201,101505947,0,100003237,560100,,,,,,,,,,,,,
43602011574,,"""VALAUTO"" IK",,VALAUTO,IK,0,K,Komercreģistrs,IK,Individuālais komersants,19/06/2002,16/05/2013,L,Jelgava,,,,,,,,,,,,, Bauskas iela 5B,3001,101163971,0,100003028,90000,,,,,,,,,,,,,
40006022317,LV49ZZZ40006022317,"Ārvalsts komersanta Privātais uzņēmums ""BUDRESURSI"" pārstāvniecība",Ārvalsts komersanta,"Privātais uzņēmums ""BUDRESURSI""",pārstāvniecība,1,C,Pārstāvniecību reģistrs,PAR,Ārvalsts komersanta pārstāvniecība,30/11/2015,01/03/2021,L,Rīga,,,,,,,,,,,,, Koku iela 15 - 84,1004,112092268,0,100003003,10000,,,,,,,,,,,,,
43602017539,,"IK ""Aivars Geriņš""",IK,Aivars Geriņš,,0,K,Komercreģistrs,IK,Individuālais komersants,21/06/2005,23/07/2013,L,Bauskas nov.,,,,,,,,,,,,, Ceraukstes pag., Mūsa, 2-21,3901,100111155,100015758,0,405000,,,,,,,,,,,
53602023221,,"IK ""IRBE MARINE""",IK,IRBE MARINE,,0,K,Komercreģistrs,IK,Individuālais komersants,04/12/2008,04/11/2013,L,Iecavas nov.,,,,,,,,,,,,, Iecava, Cēsnieku iela 20,3913,102314117,100015411,0,406400,,,,,,,,,,,,
40003716349,LV86ZZZ40003716349,"Sabiedrība ar ierobežotu atbildību ""PENTANORD""",Sabiedrība ar ierobežotu atbildību,PENTANORD,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,15/12/2004,12/09/2016,L,Rīga,,,,,,,,,,,,, Vasaras iela 7 - 19,1048,113659485,0,100003003,10000,,,,,,,,,,,,,
40002179214,LV20ZZZ40002179214,IK MAIJA KRIEVIŅA,IK,MAIJA KRIEVIŅA,,1,K,Komercreģistrs,IK,Individuālais komersants,10/02/2017,03/10/2022,L,Siguldas nov.,,,,,,,,,,,,, Mālpils pag.," """"Līgotņi"""""";2152;103855395;100016768;0;0807400;",,,,,,,,,,,,,,,,,
40008264571,LV92ZZZ40008264571,"Biedrība ""Nams Striķu 15""",Biedrība,Nams Striķu 15,,0,B,Biedrību un nodibinājumu reģistrs,BDR,Biedrība,17/05/2017,, ,Saldus nov.,,,,,,,,,,,,, Saldus, Striķu iela 15 - 1A,3801,117635358,100016204,100003614,840201,,,,,,,,,,,,
49202002941,LV60ZZZ49202002941,"Miškas individuālais uzņēmums ""LĀCIS""",Miškas individuālais uzņēmums,LĀCIS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,28/08/1993,11/02/2015,L,Tukuma nov.,,,,,,,,,,,,, Tukums, Ķiršu iela 7,3101,101206896,100016261,100003671,900100,,,,,,,,,,,,
44102032287,LV98ZZZ44102032287,"IK ""Emīls un Egita""",IK,Emīls un Egita,,0,K,Komercreģistrs,IK,Individuālais komersants,14/04/2009,12/04/2017,L,Limbažu nov.,,,,,,,,,,,,, Katvaru pag., Tiegaži," """"Priežkalni"""""";4001;104773143;100015975;0;0665200;",,,,,,,,,,,,,,,,
50002130981,LV24ZZZ50002130981,"Individuālais komersants ""Baltic Build""",Individuālais komersants,Baltic Build,,0,K,Komercreģistrs,IK,Individuālais komersants,16/10/2007,, ,Rīga,,,,,,,,,,,,, Gulbenes iela 5 - 8,1004,112701967,0,100003003,10000,,,,,,,,,,,,,
40002104188,LV71ZZZ40002104188,"""JS Nekustamie īpašumi"" IK",,JS Nekustamie īpašumi,IK,0,K,Komercreģistrs,IK,Individuālais komersants,11/06/2004,, ,Rīga,,,,,,,,,,,,, Celmu iela 2 - 16,1079,111759034,0,100003003,10000,,,,,,,,,,,,,
50002139251,LV28ZZZ50002139251,"""GP Pirtis"" IK",,GP Pirtis,IK,0,K,Komercreģistrs,IK,Individuālais komersants,19/08/2008,, ,Siguldas nov.,,,,,,,,,,,,, Sigulda, Satezeles iela 4 - 21,2150,110432072,100015380,100003591,801615,,,,,,,,,,,,
40103157278,LV04ZZZ40103157278,"Sabiedrība ar ierobežotu atbildību ""Arena Baltic""",Sabiedrība ar ierobežotu atbildību,Arena Baltic,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,13/03/2008,26/02/2015,L,Rīga,,,,,,,,,,,,, Lienes iela 27-5,1009,101929505,0,100003003,10000,,,,,,,,,,,,,
40103614023,LV81ZZZ40103614023,"SIA ""Riga Holding""",SIA,Riga Holding,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,06/12/2012,, ,Rīga,,,,,,,,,,,,, Dzirnavu iela 2 - 1,1010,111199612,0,100003003,10000,,,,,,,,,,,,,
40103552518,LV76ZZZ40103552518,"Sabiedrība ar ierobežotu atbildību ""Alternative Shop Riga""",Sabiedrība ar ierobežotu atbildību,Alternative Shop Riga,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,05/06/2012,17/05/2017,L,Rīga,,,,,,,,,,,,, Elizabetes iela 25 - 10,1010,112735812,0,100003003,10000,,,,,,,,,,,,,
48701006703,LV69ZZZ48701006703,"Staburaga pagasta zemnieku saimniecība ""STAŅĢI""",Staburaga pagasta zemnieku saimniecība,STAŅĢI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,11/07/1992,, ,Aizkraukles nov.,,,,,,,,,,,,, Staburaga pag.," """"Staņģi"""""";5128;103482063;100016630;0;0328400;",,,,,,,,,,,,,,,,,
50203499681,LV78ZZZ50203499681,"Sabiedrība ar ierobežotu atbildību ""MEŽKOPIS LV""",Sabiedrība ar ierobežotu atbildību,MEŽKOPIS LV,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,04/08/2023,, ,Dienvidkurzemes nov.,,,,,,,,,,,,, Grobiņas pag., Dubeņi," Kuršu iela 1 - 8;3438;114131256;100016495;0;"""";",,,,,,,,,,,,,,,,
40003316665,LV13ZZZ40003316665,"Sabiedrība ar ierobežotu atbildību ""ARMALDA""",Sabiedrība ar ierobežotu atbildību,ARMALDA,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,11/11/1996,, ,Rīga,,,,,,,,,,,,," Lielezeres iela 10 - 59;1007;118899527;0;100003003;"""";",,,,,,,,,,,,,,,,,,
51203040121,,"Sabiedrība ar ierobežotu atbildību ""Dabas elements""",Sabiedrība ar ierobežotu atbildību,Dabas elements,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,23/03/2011,28/11/2013,L,Ventspils nov.,,,,,,,,,,,,, Piltene, Kadiķu iela 17,3620,102051133,100016333,100003768,980213,,,,,,,,,,,,
40103240287,LV43ZZZ40103240287,"Sabiedrība ar ierobežotu atbildību ""HWR-CHEMIE Baltic""",Sabiedrība ar ierobežotu atbildību,HWR-CHEMIE Baltic,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,23/07/2009,, ,Rīga,,,,,,,,,,,,, Krūzes iela 3,1046,101845883,0,100003003,10000,,,,,,,,,,,,,
40203076946,LV92ZZZ40203076946,"SIA ""Estēts Nami""",SIA,Estēts Nami,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,21/06/2017,, ,Rīga,,,,,,,,,,,,, Kalnciema iela 98 - 8,1046,117996084,0,100003003,10000,,,,,,,,,,,,,
48501014939,LV30ZZZ48501014939,"Saldus rajona Rubas pagasta zemnieku saimniecība ""ROZĪTES""",Saldus rajona Rubas pagasta zemnieku saimniecība,ROZĪTES,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,24/02/1997,, ,Saldus nov.,,,,,,,,,,,,, Rubas pag.," """"Rozītes"""""";3892;103526020;100016204;0;0848200;",,,,,,,,,,,,,,,,,
43602016073,LV89ZZZ43602016073,"IK ""Mārīte Bondare""",IK,Mārīte Bondare,,0,K,Komercreģistrs,IK,Individuālais komersants,11/06/2004,, ,Bauskas nov.,,,,,,,,,,,,, Iecava, Sporta iela 1 - 7,3913,115431587,100016575,100003784,406400,,,,,,,,,,,,
44102037994,LV45ZZZ44102037994,IK Čers Mārtiņš,IK,Čers Mārtiņš,,1,K,Komercreģistrs,IK,Individuālais komersants,06/03/2018,06/10/2020,L,Cēsu nov.,,,,,,,,,,,,, Cēsis, Emīla Dārziņa iela 9 - 2,4101,115692417,100015774,100003157,420201,,,,,,,,,,,,
48501004019,LV87ZZZ48501004019,"Saldus rajona Remtes pagasta zemnieku saimniecība ""VĪTIŅI""",Saldus rajona Remtes pagasta zemnieku saimniecība,VĪTIŅI,,0,U,Uzņēmumu reģistra žurnāls,ZEM,Zemnieku saimniecība,14/05/1992,, ,Saldus nov.,,,,,,,,,,,,, Remtes pag.," """"Vītiņi"""""";3871;100013834;100016663;0;0840680;",,,,,,,,,,,,,,,,,
40002129868,LV67ZZZ40002129868,"IK ""Uldis Egle""",IK,Uldis Egle,,0,K,Komercreģistrs,IK,Individuālais komersants,22/08/2007,17/05/2017,L,Rīga,,,,,,,,,,,,, Rostokas iela 32 - 56,1029,113469127,0,100003003,10000,,,,,,,,,,,,,
40002086836,LV65ZZZ40002086836,"Rīgas pilsētas Lapsas individuālais komerciālais uzņēmums ""ĒRIKS UN EDUARDS""",Rīgas pilsētas Lapsas individuālais komerciālais uzņēmums,ĒRIKS UN EDUARDS,,0,U,Uzņēmumu reģistra žurnāls,IND,Individuālais uzņēmums,02/10/2000,, ,Rīga,,,,,,,,,,,,, Hermaņa iela 7 - 1,1002,112499742,0,100003003,10000,,,,,,,,,,,,,
44102038006,LV12ZZZ44102038006,Atis Buliņš IK,,Atis Buliņš,IK,1,K,Komercreģistrs,IK,Individuālais komersants,13/03/2018,28/12/2020,L,Valmiera,,,,,,,,,,,,, Cēsu iela 27 - 2,4201,114860498,0,100003735,250000,,,,,,,,,,,,,
40103961622,LV46ZZZ40103961622,"Sabiedrība ar ierobežotu atbildību ""SEMIPRO""",Sabiedrība ar ierobežotu atbildību,SEMIPRO,,0,K,Komercreģistrs,SIA,Sabiedrība ar ierobežotu atbildību,15/01/2016,24/04/2018,L,Rīga,,,,,,,,,,,,, Kaivas iela 50 k-4 - 58A,1021,117651700,0,100003003,10000,,,,,,,,,,,,,
